r2_score,mean_squared_error,root_mean_squared_error,mean_absolute_error,mean_residual,std_residual,evaluation_timestamp
0.9744131144216804,0.025586885578319573,0.1599590121822449,0.1447580963648622,-0.005856508264060823,0.15985176536176435,2025-09-22T02:19:52.547365
