number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,user_attrs_cv_scores,user_attrs_cv_std,user_attrs_params,state,kernel,params_gamma_mode,params_gamma_type,params_gamma_value,params_coef0,params_degree,params_gamma_value 
18,0.82073423196712,2025-09-22 02:19:47.540277,2025-09-22 02:19:47.544233,0 days 00:00:00.003956,151.23317194702955,0.014693565956222815,"[0.8460746530083411, 0.8938452415193817, 0.8280195654724382, 0.5520158523514798, 0.9837158474839595]",0.14478467272492293,"{'kernel': 'rbf', 'C': 151.23317194702955, 'gamma': 'scale', 'epsilon': 0.014693565956222815}",COMPLETE,rbf,scale,auto,,,,
19,0.8593503417742197,2025-09-22 02:19:47.544472,2025-09-22 02:19:47.552557,0 days 00:00:00.008085,300.7395928443915,0.06312365207488471,"[0.8842404641853026, 0.9387813819283015, 0.9209269348800766, 0.6035911290806346, 0.9492117987967829]",0.12977545337079952,"{'kernel': 'rbf', 'C': 300.7395928443915, 'gamma': 0.06969165855592023, 'epsilon': 0.06312365207488471}",COMPLETE,rbf,,manual,0.06969165855592023,,,
20,0.19405910186815442,2025-09-22 02:19:47.552744,2025-09-22 02:19:47.555890,0 days 00:00:00.003146,13.231647722040448,0.0038947368676287533,"[0.5704845159763836, 0.48466467450196005, 0.0012462057203694865, -0.18212236388501735, 0.09602247702707634]",0.2879056022864805,"{'kernel': 'rbf', 'C': 13.231647722040448, 'gamma': 9.36729661507007, 'epsilon': 0.0038947368676287533}",COMPLETE,rbf,,manual,9.36729661507007,,,
21,0.840152156813644,2025-09-22 02:19:47.556117,2025-09-22 02:19:47.559194,0 days 00:00:00.003077,3.67928082784862,0.2958129870747728,"[0.9240282758220033, 0.8278975530466735, 0.8622317225576795, 0.6521365551853471, 0.9344666774565167]",0.10189993242056679,"{'kernel': 'rbf', 'C': 3.67928082784862, 'gamma': 'auto', 'epsilon': 0.2958129870747728}",COMPLETE,rbf,auto,auto,,,,
22,0.892392545911979,2025-09-22 02:19:47.559400,2025-09-22 02:19:47.562350,0 days 00:00:00.002950,2.0591514536885147,0.10129175739531251,"[0.9441777240739596, 0.8563249269634772, 0.91273295482609, 0.7669785836502976, 0.9817485400460704]",0.07497928469456329,"{'kernel': 'rbf', 'C': 2.0591514536885147, 'gamma': 'auto', 'epsilon': 0.10129175739531251}",COMPLETE,rbf,auto,auto,,,,
23,0.6255671530930369,2025-09-22 02:19:47.562533,2025-09-22 02:19:47.565390,0 days 00:00:00.002857,0.28915931616144414,0.09424867212814321,"[0.6858553867672526, 0.619322268230833, 0.7836681821417254, 0.6292007788449727, 0.4097891494804011]",0.12267269881429449,"{'kernel': 'rbf', 'C': 0.28915931616144414, 'gamma': 'auto', 'epsilon': 0.09424867212814321}",COMPLETE,rbf,auto,auto,,,,
24,0.7594700605631729,2025-09-22 02:19:47.565598,2025-09-22 02:19:47.568312,0 days 00:00:00.002714,23.98772400833184,0.5017713621336573,"[0.8864610993068874, 0.7584633313895278, 0.7596135961049614, 0.5235526299593289, 0.8692596460551592]",0.1294901889507542,"{'kernel': 'rbf', 'C': 23.98772400833184, 'gamma': 'auto', 'epsilon': 0.5017713621336573}",COMPLETE,rbf,auto,auto,,,,
25,0.8069434476965889,2025-09-22 02:19:47.568499,2025-09-22 02:19:47.571404,0 days 00:00:00.002905,1.481214139276532,0.3684323662816247,"[0.9131570427471059, 0.8016475224337654, 0.8342725824711767, 0.5956097782077704, 0.8900303126231262]",0.11280213046605284,"{'kernel': 'rbf', 'C': 1.481214139276532, 'gamma': 'scale', 'epsilon': 0.3684323662816247}",COMPLETE,rbf,scale,auto,,,,
26,0.8160985013186945,2025-09-22 02:19:47.571623,2025-09-22 02:19:47.575581,0 days 00:00:00.003958,149.379255558368,0.011121737476875837,"[0.8416938516121827, 0.8952770273593532, 0.8255205838251781, 0.5365243208687984, 0.9814767229279603]",0.15001654251331825,"{'kernel': 'rbf', 'C': 149.379255558368, 'gamma': 'auto', 'epsilon': 0.011121737476875837}",COMPLETE,rbf,auto,auto,,,,
27,0.620342196514052,2025-09-22 02:19:47.575854,2025-09-22 02:19:47.578711,0 days 00:00:00.002857,0.2705959812553504,0.07915899825790579,"[0.6661934317467411, 0.6037763926848622, 0.7804231616181567, 0.6564103024569464, 0.3949076940635541]",0.12658933618511758,"{'kernel': 'rbf', 'C': 0.2705959812553504, 'gamma': 'auto', 'epsilon': 0.07915899825790579}",COMPLETE,rbf,auto,auto,,,,
28,-0.10381765114701487,2025-09-22 02:19:47.578900,2025-09-22 02:19:47.582062,0 days 00:00:00.003162,1.9805321791897936,0.026481722682584623,"[-0.019059105007753985, 0.0031010967686015967, 0.0018824972068444135, -0.23552507178345872, -0.26948767291930764]",0.12213234782501263,"{'kernel': 'rbf', 'C': 1.9805321791897936, 'gamma': 2.51385022183847e-05, 'epsilon': 0.026481722682584623}",COMPLETE,rbf,,manual,2.51385022183847e-05,,,
29,0.9123176205631459,2025-09-22 02:19:47.582245,2025-09-22 02:19:47.586444,0 days 00:00:00.004199,34.37549156574652,0.005361519687359381,"[0.9038264297199474, 0.8725182921113148, 0.9616310100540775, 0.884526420788424, 0.939085950141966]",0.03339698041319157,"{'kernel': 'rbf', 'C': 34.37549156574652, 'gamma': 0.03939515533102652, 'epsilon': 0.005361519687359381}",COMPLETE,rbf,,manual,0.03939515533102652,,,
30,0.9268804715417384,2025-09-22 02:19:47.586759,2025-09-22 02:19:47.590517,0 days 00:00:00.003758,14.016390896678924,0.005250546808660416,"[0.9094681412948726, 0.9260762280591899, 0.9721489156733704, 0.8880515779281567, 0.9386574947531025]",0.028282324307877086,"{'kernel': 'rbf', 'C': 14.016390896678924, 'gamma': 0.0339398268675231, 'epsilon': 0.005250546808660416}",COMPLETE,rbf,,manual,0.0339398268675231,,,
31,0.9130693745858445,2025-09-22 02:19:47.590765,2025-09-22 02:19:47.595033,0 days 00:00:00.004268,21.94673510750155,0.006036289668775629,"[0.9159439044951778, 0.8755223968714071, 0.9623694372612718, 0.8618389470990195, 0.9496721872023458]",0.039529374468642194,"{'kernel': 'rbf', 'C': 21.94673510750155, 'gamma': 0.05339483460808205, 'epsilon': 0.006036289668775629}",COMPLETE,rbf,,manual,0.05339483460808205,,,
32,0.9231163946444347,2025-09-22 02:19:47.595246,2025-09-22 02:19:47.599333,0 days 00:00:00.004087,20.546202911539524,0.004625077031149771,"[0.89774278908096, 0.8982038553494186, 0.9688736368212607, 0.9078083887524782, 0.942953303218056]",0.028234792973179778,"{'kernel': 'rbf', 'C': 20.546202911539524, 'gamma': 0.04321420868095871, 'epsilon': 0.004625077031149771}",COMPLETE,rbf,,manual,0.04321420868095871,,,
33,0.904566197803492,2025-09-22 02:19:47.599558,2025-09-22 02:19:47.603013,0 days 00:00:00.003455,12.989665926592336,0.006804084462682175,"[0.9068974160054971, 0.9153159585755557, 0.9549334258813079, 0.8365660000286217, 0.9091181885264771]",0.03821674270831649,"{'kernel': 'rbf', 'C': 12.989665926592336, 'gamma': 0.02140849416809864, 'epsilon': 0.006804084462682175}",COMPLETE,rbf,,manual,0.02140849416809864,,,
34,0.8371180467741872,2025-09-22 02:19:47.603212,2025-09-22 02:19:47.607404,0 days 00:00:00.004192,20.57776039190365,0.002601700763309594,"[0.8394760780611494, 0.8975937049835959, 0.8639104729296294, 0.6053406761279911, 0.9792693017685701]",0.12514665675666173,"{'kernel': 'rbf', 'C': 20.57776039190365, 'gamma': 0.27068704906757257, 'epsilon': 0.002601700763309594}",COMPLETE,rbf,,manual,0.27068704906757257,,,
35,0.8221911599775069,2025-09-22 02:19:47.607677,2025-09-22 02:19:47.611028,0 days 00:00:00.003351,6.992642213902354,0.000668254624074672,"[0.8032366152848358, 0.8614623513335836, 0.8865442672716424, 0.7820844543353265, 0.7776281116621464]",0.043902703256333164,"{'kernel': 'rbf', 'C': 6.992642213902354, 'gamma': 0.010619184324103007, 'epsilon': 0.000668254624074672}",COMPLETE,rbf,,manual,0.010619184324103007,,,
36,0.7918988810473471,2025-09-22 02:19:47.611242,2025-09-22 02:19:47.615777,0 days 00:00:00.004535,329.2855462865399,0.006355943146348717,"[0.8201239726057478, 0.8782822695088367, 0.7859492291318722, 0.4975214380916785, 0.9776174958985998]",0.16089973696489993,"{'kernel': 'rbf', 'C': 329.2855462865399, 'gamma': 0.2358523124314896, 'epsilon': 0.006355943146348717}",COMPLETE,rbf,,manual,0.2358523124314896,,,
37,0.919261291791521,2025-09-22 02:19:47.615972,2025-09-22 02:19:47.619712,0 days 00:00:00.003740,28.61451574997677,0.016209123705590876,"[0.9073023146703502, 0.9287405497249219, 0.9639306062542644, 0.8684985363209288, 0.9278344519871399]",0.03123644518196965,"{'kernel': 'rbf', 'C': 28.61451574997677, 'gamma': 0.01796859536306233, 'epsilon': 0.016209123705590876}",COMPLETE,rbf,,manual,0.01796859536306233,,,
38,0.8254583159740919,2025-09-22 02:19:47.619921,2025-09-22 02:19:47.623321,0 days 00:00:00.003400,4.203827607666857,0.01698558420651981,"[0.8218923320964694, 0.8426933469175738, 0.9089228353893252, 0.7975808487892722, 0.7562022166778196]",0.05069447504458434,"{'kernel': 'rbf', 'C': 4.203827607666857, 'gamma': 0.013607909249438738, 'epsilon': 0.01698558420651981}",COMPLETE,rbf,,manual,0.013607909249438738,,,
39,0.8136605970293033,2025-09-22 02:19:47.623618,2025-09-22 02:19:47.627050,0 days 00:00:00.003432,8.505893546108883,0.002124195044056686,"[0.7728715821318977, 0.817736177054596, 0.9096920861686891, 0.8310543034932983, 0.7369488362980352]",0.0584630417515515,"{'kernel': 'rbf', 'C': 8.505893546108883, 'gamma': 0.00549225359183287, 'epsilon': 0.002124195044056686}",COMPLETE,rbf,,manual,0.00549225359183287,,,
40,0.8638277947627552,2025-09-22 02:19:47.627249,2025-09-22 02:19:47.631984,0 days 00:00:00.004735,28.315983590014923,0.009516000973790732,"[0.8914576236550928, 0.9188397666806322, 0.8718028867308146, 0.6599690824915587, 0.9770696142556777]",0.10792164828406789,"{'kernel': 'rbf', 'C': 28.315983590014923, 'gamma': 0.1461364569882641, 'epsilon': 0.009516000973790732}",COMPLETE,rbf,,manual,0.1461364569882641,,,
41,0.9320926448492178,2025-09-22 02:19:47.632219,2025-09-22 02:19:47.636263,0 days 00:00:00.004044,31.182994386391506,0.005010724112037176,"[0.8988664448617081, 0.9340675219355972, 0.9712028343565609, 0.9221716645640602, 0.9341547585281627]",0.023410107180702786,"{'kernel': 'rbf', 'C': 31.182994386391506, 'gamma': 0.03032477876319144, 'epsilon': 0.005010724112037176}",COMPLETE,rbf,,manual,0.03032477876319144,,,
42,0.8914647774215594,2025-09-22 02:19:47.636464,2025-09-22 02:19:47.642695,0 days 00:00:00.006231,65.31323823043108,0.00390874001439158,"[0.9181807497818869, 0.8612423750649356, 0.9496412045718221, 0.794411895589068, 0.9338476621000841]",0.05696877082226354,"{'kernel': 'rbf', 'C': 65.31323823043108, 'gamma': 0.0446376133600278, 'epsilon': 0.00390874001439158}",COMPLETE,rbf,,manual,0.0446376133600278,,,
43,0.9356154224025779,2025-09-22 02:19:47.643072,2025-09-22 02:19:47.647948,0 days 00:00:00.004876,90.34022115048741,0.009000785410720738,"[0.9074801310155725, 0.9451086911550126, 0.9739639771854699, 0.9267484482902714, 0.9247758643665629]",0.022576304725523955,"{'kernel': 'rbf', 'C': 90.34022115048741, 'gamma': 0.016585319738480906, 'epsilon': 0.009000785410720738}",COMPLETE,rbf,,manual,0.016585319738480906,,,
44,0.9322265942137962,2025-09-22 02:19:47.648220,2025-09-22 02:19:47.655564,0 days 00:00:00.007344,399.6668152754592,0.009301268681938736,"[0.9000703864044586, 0.9439610606022614, 0.9673596886403457, 0.9337007122640273, 0.9160411231578882]",0.02310928914273142,"{'kernel': 'rbf', 'C': 399.6668152754592, 'gamma': 0.011799871347315293, 'epsilon': 0.009301268681938736}",COMPLETE,rbf,,manual,0.011799871347315293,,,
45,0.9182851318592669,2025-09-22 02:19:47.655819,2025-09-22 02:19:47.661552,0 days 00:00:00.005733,398.52384925383194,0.0012966096972524498,"[0.899703911369945, 0.9260060340176871, 0.9731736862410596, 0.8749202267740336, 0.9176218008936086]",0.032553287048029435,"{'kernel': 'rbf', 'C': 398.52384925383194, 'gamma': 0.0055723648855620775, 'epsilon': 0.0012966096972524498}",COMPLETE,rbf,,manual,0.0055723648855620775,,,
46,0.8167701343435129,2025-09-22 02:19:47.661766,2025-09-22 02:19:47.665140,0 days 00:00:00.003374,93.84823871173249,0.002897434597213135,"[0.7899541472304475, 0.8262494471655895, 0.901760019891383, 0.8147499965579971, 0.751137060872147]",0.04968705358911334,"{'kernel': 'rbf', 'C': 93.84823871173249, 'gamma': 0.0014582795091538003, 'epsilon': 0.002897434597213135}",COMPLETE,rbf,,manual,0.0014582795091538003,,,
47,0.8394213610291427,2025-09-22 02:19:47.665338,2025-09-22 02:19:47.669034,0 days 00:00:00.003696,452.96423749524746,0.04265754067870221,"[0.9296297534564102, 0.7982952640726605, 0.8650865950527951, 0.6295874801900643, 0.9745077123737833]",0.120636805345857,"{'kernel': 'rbf', 'C': 452.96423749524746, 'gamma': 0.42806206674713204, 'epsilon': 0.04265754067870221}",COMPLETE,rbf,,manual,0.42806206674713204,,,
48,0.849469462248275,2025-09-22 02:19:47.669223,2025-09-22 02:19:47.673043,0 days 00:00:00.003820,215.7995105380128,0.00801663282202966,"[0.8597966379473085, 0.8967315721148482, 0.8923636698823706, 0.7974499930951594, 0.8010054382016885]",0.042976871531733706,"{'kernel': 'rbf', 'C': 215.7995105380128, 'gamma': 0.0019452619576771281, 'epsilon': 0.00801663282202966}",COMPLETE,rbf,,manual,0.0019452619576771281,,,
49,0.8186014057285782,2025-09-22 02:19:47.673307,2025-09-22 02:19:47.677272,0 days 00:00:00.003965,756.9577301258257,0.0005267579835614499,"[0.8185976595163846, 0.8683704347675277, 0.8740627659509526, 0.7604674426766163, 0.7715087257314087]",0.04722329279639987,"{'kernel': 'rbf', 'C': 756.9577301258257, 'gamma': 0.0007077151058615226, 'epsilon': 0.0005267579835614499}",COMPLETE,rbf,,manual,0.0007077151058615226,,,
0,0.8508753296443358,2025-09-22 02:19:47.683295,2025-09-22 02:19:47.685767,0 days 00:00:00.002472,17.423847570785796,0.2834090429514773,"[0.8933769655101602, 0.8997920723911161, 0.8831920230509125, 0.723171333270744, 0.8548442539987454]",0.06567749766134193,"{'kernel': 'poly', 'C': 17.423847570785796, 'degree': 4, 'coef0': 7.712703466859457, 'gamma': 4.956947932799954e-05, 'epsilon': 0.2834090429514773}",COMPLETE,poly,,manual,4.956947932799954e-05,7.712703466859457,4.0,
1,0.7812021324274474,2025-09-22 02:19:47.685985,2025-09-22 02:19:47.692244,0 days 00:00:00.006259,5.492736444508447,0.035500125258511595,"[0.8682905338867543, 0.680737719908336, 0.8996686526792643, 0.5865377588214022, 0.8707759968414805]",0.12460296931423365,"{'kernel': 'poly', 'C': 5.492736444508447, 'degree': 3, 'coef0': 0.6355835028602363, 'gamma': 0.2385816677142883, 'epsilon': 0.035500125258511595}",COMPLETE,poly,,manual,0.2385816677142883,0.6355835028602363,3.0,
2,0.9409268099458462,2025-09-22 02:19:47.692499,2025-09-22 02:19:47.705584,0 days 00:00:00.013085,210.511805196087,0.12130221181165159,"[0.93149447923137, 0.9294003129509552, 0.9624500866033369, 0.9367957787585579, 0.9444933921850112]",0.011957143147879781,"{'kernel': 'poly', 'C': 210.511805196087, 'degree': 3, 'coef0': 1.195942459383017, 'gamma': 0.023316490638960616, 'epsilon': 0.12130221181165159}",COMPLETE,poly,,manual,0.023316490638960616,1.195942459383017,3.0,
3,0.20765470587612972,2025-09-22 02:19:47.705859,2025-09-22 02:19:47.707916,0 days 00:00:00.002057,0.9178539435251557,0.035127047262708454,"[0.2872590087423078, 0.34329786525934003, 0.29358450777587475, 0.03422942669244289, 0.07990272091068318]",0.12531299988377106,"{'kernel': 'poly', 'C': 0.9178539435251557, 'degree': 4, 'coef0': 4.275410183585496, 'gamma': 1.5437434009292235e-05, 'epsilon': 0.035127047262708454}",COMPLETE,poly,,manual,1.5437434009292235e-05,4.275410183585496,4.0,
4,0.7014988430111194,2025-09-22 02:19:47.708116,2025-09-22 02:19:47.745918,0 days 00:00:00.037802,0.0769371131264886,0.0008226074946221043,"[0.819936628838833, 0.7979327982442215, 0.7129225727608723, 0.2300641218942987, 0.9466380933173716]",0.24730607220619255,"{'kernel': 'poly', 'C': 0.0769371131264886, 'degree': 4, 'coef0': 9.07566473926093, 'gamma': 0.34143405132091054, 'epsilon': 0.0008226074946221043}",COMPLETE,poly,,manual,0.34143405132091054,9.07566473926093,4.0,
5,0.39658713951954017,2025-09-22 02:19:47.746186,2025-09-22 02:19:47.748141,0 days 00:00:00.001955,0.002896539524275864,0.16394127471631598,"[0.5331985183992186, 0.5784429131902316, 0.3889283634075855, 0.20067170528702694, 0.2816941973136382]",0.1437887990405016,"{'kernel': 'poly', 'C': 0.002896539524275864, 'degree': 3, 'coef0': 1.6122128725400442, 'gamma': 'auto', 'epsilon': 0.16394127471631598}",COMPLETE,poly,auto,auto,,1.6122128725400442,3.0,
6,0.8166978934142086,2025-09-22 02:19:47.748350,2025-09-22 02:19:47.750275,0 days 00:00:00.001925,0.013164984536291755,0.00027555462077796626,"[0.803909280919257, 0.8155753808526726, 0.9228611122364195, 0.8317861010430662, 0.709357592019628]",0.06809556811954857,"{'kernel': 'poly', 'C': 0.013164984536291755, 'degree': 5, 'coef0': 5.393422419156507, 'gamma': 0.000809134743599756, 'epsilon': 0.00027555462077796626}",COMPLETE,poly,,manual,0.000809134743599756,5.393422419156507,5.0,
7,0.933120985988435,2025-09-22 02:19:47.750455,2025-09-22 02:19:47.753503,0 days 00:00:00.003048,0.023313687737449337,0.0007734482156646796,"[0.9099686430234636, 0.947902011075483, 0.9760762877665219, 0.929023505201914, 0.9026344828747928]",0.02663037310715772,"{'kernel': 'poly', 'C': 0.023313687737449337, 'degree': 3, 'coef0': 8.18014765922493, 'gamma': 'scale', 'epsilon': 0.0007734482156646796}",COMPLETE,poly,scale,auto,,8.18014765922493,3.0,
8,0.897741937701619,2025-09-22 02:19:47.753698,2025-09-22 02:19:47.756016,0 days 00:00:00.002318,0.005238322156582357,0.0028478585168562965,"[0.9225915900469145, 0.9211790568566693, 0.9355147384220922, 0.8483903474364982, 0.8610339557459209]",0.03571174499011461,"{'kernel': 'poly', 'C': 0.005238322156582357, 'degree': 3, 'coef0': 9.429097039125192, 'gamma': 0.1652394547995709, 'epsilon': 0.0028478585168562965}",COMPLETE,poly,,manual,0.1652394547995709,9.429097039125192,3.0,
9,0.436517994875107,2025-09-22 02:19:47.756260,2025-09-22 02:19:47.768130,0 days 00:00:00.011870,677.1618710774369,0.027431991397796677,"[0.5691146650225685, 0.8293944137876463, 0.5822911044796897, -0.5853286850378714, 0.7871184761235022]",0.5215888978220892,"{'kernel': 'poly', 'C': 677.1618710774369, 'degree': 5, 'coef0': 2.5178229582536416, 'gamma': 'scale', 'epsilon': 0.027431991397796677}",COMPLETE,poly,scale,auto,,2.5178229582536416,5.0,
10,0.6264766821130314,2025-09-22 02:19:47.768369,2025-09-22 02:19:47.771956,0 days 00:00:00.003587,632.0255260544478,0.9632619008569053,"[0.7347210237197479, 0.7599000127727015, 0.6425335689218541, 0.30761840465865653, 0.6876104004921968]",0.1644289383850767,"{'kernel': 'poly', 'C': 632.0255260544478, 'degree': 2, 'coef0': 3.6443261331378194, 'gamma': 'auto', 'epsilon': 0.9632619008569053}",COMPLETE,poly,auto,auto,,3.6443261331378194,2.0,
11,0.9032704364360225,2025-09-22 02:19:47.772229,2025-09-22 02:19:47.776735,0 days 00:00:00.004506,0.09918548646647635,0.00012693601644598373,"[0.9111130690637688, 0.9160169693666813, 0.9442040792852862, 0.8519340114859288, 0.8930840529784472]",0.030458939705113167,"{'kernel': 'poly', 'C': 0.09918548646647635, 'degree': 2, 'coef0': 6.8323952551554745, 'gamma': 'scale', 'epsilon': 0.00012693601644598373}",COMPLETE,poly,scale,auto,,6.8323952551554745,2.0,
12,-0.03569770467739204,2025-09-22 02:19:47.776970,2025-09-22 02:19:48.851832,0 days 00:00:01.074862,42.064907651790065,0.004003001969583581,"[-0.07266785881816928, 0.06981679260701867, 0.6853194050721667, -1.1375056329100763, 0.27654877066210004]",0.6072634265398037,"{'kernel': 'poly', 'C': 42.064907651790065, 'degree': 3, 'coef0': 6.105443519032434, 'gamma': 'scale', 'epsilon': 0.004003001969583581}",COMPLETE,poly,scale,auto,,6.105443519032434,3.0,
13,0.8529056291074214,2025-09-22 02:19:48.852169,2025-09-22 02:19:48.856501,0 days 00:00:00.004332,1.449655109413404,0.0011548393233065716,"[0.8927423816298874, 0.8756854598975705, 0.8788705760139967, 0.6740121177972017, 0.9432176101984511]",0.09267060842328757,"{'kernel': 'poly', 'C': 1.449655109413404, 'degree': 2, 'coef0': 0.07750009084279408, 'gamma': 'scale', 'epsilon': 0.0011548393233065716}",COMPLETE,poly,scale,auto,,0.07750009084279408,2.0,
14,-0.4892591933259579,2025-09-22 02:19:48.856909,2025-09-22 02:19:50.550317,0 days 00:00:01.693408,0.08931128633479389,0.00701796225391552,"[-0.8710463921113842, -0.05802325727116853, -0.5270251893911098, -1.1363096377679058, 0.14610850991177826]",0.4807324753187337,"{'kernel': 'poly', 'C': 0.08931128633479389, 'degree': 3, 'coef0': 8.056846650698956, 'gamma': 7.247939917164853, 'epsilon': 0.00701796225391552}",COMPLETE,poly,,manual,7.247939917164853,8.056846650698956,3.0,
15,0.9424475469199051,2025-09-22 02:19:50.550644,2025-09-22 02:19:50.554839,0 days 00:00:00.004195,0.02480885147102573,0.08797777609598795,"[0.9556282984403748, 0.9275989243349358, 0.9613515832695112, 0.9201366665340858, 0.9475222620206175]",0.015969373879812496,"{'kernel': 'poly', 'C': 0.02480885147102573, 'degree': 4, 'coef0': 2.749128819305917, 'gamma': 'scale', 'epsilon': 0.08797777609598795}",COMPLETE,poly,scale,auto,,2.749128819305917,4.0,
16,0.854507495639036,2025-09-22 02:19:50.555197,2025-09-22 02:19:50.558931,0 days 00:00:00.003734,0.001020234653441649,0.18282996031950308,"[0.9263709583837849, 0.9001850974428858, 0.8066234915030989, 0.7521326491576102, 0.8872252817078002]",0.06495343124676992,"{'kernel': 'poly', 'C': 0.001020234653441649, 'degree': 4, 'coef0': 2.8410716046858004, 'gamma': 'auto', 'epsilon': 0.18282996031950308}",COMPLETE,poly,auto,auto,,2.8410716046858004,4.0,
17,0.727442648849507,2025-09-22 02:19:50.559166,2025-09-22 02:19:50.562702,0 days 00:00:00.003536,114.2726662811226,0.7701602609506343,"[0.8294386653489374, 0.8599375374514058, 0.7726553272718077, 0.37749790876283085, 0.7976838054125532]",0.1774245813674902,"{'kernel': 'poly', 'C': 114.2726662811226, 'degree': 5, 'coef0': 1.507892639881321, 'gamma': 0.00784334248606373, 'epsilon': 0.7701602609506343}",COMPLETE,poly,,manual,0.00784334248606373,1.507892639881321,5.0,
18,0.8520428818292567,2025-09-22 02:19:50.562915,2025-09-22 02:19:50.568357,0 days 00:00:00.005442,1.1777850996535328,0.07906372258048165,"[0.8839273213901551, 0.9532316621540979, 0.9350649447383667, 0.5822296499948956, 0.9057608308687686]",0.13699142148422294,"{'kernel': 'poly', 'C': 1.1777850996535328, 'degree': 4, 'coef0': 1.8836229810948724, 'gamma': 'scale', 'epsilon': 0.07906372258048165}",COMPLETE,poly,scale,auto,,1.8836229810948724,4.0,
19,0.8148476009864171,2025-09-22 02:19:50.568566,2025-09-22 02:19:50.572398,0 days 00:00:00.003832,0.32660469269582,0.012661419033592754,"[0.7812696878347766, 0.8080937022589294, 0.9109756500997213, 0.838109843440803, 0.7357891212978551]",0.05866015404112657,"{'kernel': 'poly', 'C': 0.32660469269582, 'degree': 4, 'coef0': 3.980372674106201, 'gamma': 0.0023701672079315308, 'epsilon': 0.012661419033592754}",COMPLETE,poly,,manual,0.0023701672079315308,3.980372674106201,4.0,
20,0.8372005787537035,2025-09-22 02:19:50.572830,2025-09-22 02:19:50.581180,0 days 00:00:00.008350,6.322183444674458,0.07538495517709935,"[0.8678194991729841, 0.9571827006171876, 0.9048785555172503, 0.5400004307679648, 0.9161217076931306]",0.1513076395620076,"{'kernel': 'poly', 'C': 6.322183444674458, 'degree': 5, 'coef0': 3.1047230067606946, 'gamma': 'auto', 'epsilon': 0.07538495517709935}",COMPLETE,poly,auto,auto,,3.1047230067606946,5.0,
21,0.933246136701152,2025-09-22 02:19:50.581420,2025-09-22 02:19:50.585254,0 days 00:00:00.003834,0.014016010445119347,0.01356730754444179,"[0.9239790354985368, 0.9357782257341877, 0.9765748806561753, 0.9062227756797706, 0.9236757659370893]",0.023628477436111867,"{'kernel': 'poly', 'C': 0.014016010445119347, 'degree': 3, 'coef0': 5.0737538930607, 'gamma': 'scale', 'epsilon': 0.01356730754444179}",COMPLETE,poly,scale,auto,,5.0737538930607,3.0,
22,0.9367007974608275,2025-09-22 02:19:50.585472,2025-09-22 02:19:50.590070,0 days 00:00:00.004598,0.02528459016947551,0.014069061416751115,"[0.9173816901190898, 0.9427692336130606, 0.9757273977386718, 0.9309382877125594, 0.916687378120756]",0.02175717273609963,"{'kernel': 'poly', 'C': 0.02528459016947551, 'degree': 3, 'coef0': 5.5738169299021045, 'gamma': 'scale', 'epsilon': 0.014069061416751115}",COMPLETE,poly,scale,auto,,5.5738169299021045,3.0,
23,0.8514208037653731,2025-09-22 02:19:50.590354,2025-09-22 02:19:50.594269,0 days 00:00:00.003915,0.20803724948134947,0.3847267842836771,"[0.8902134608927469, 0.9225336904226511, 0.8977832348724595, 0.6392977697165326, 0.9072758629224759]",0.10660896502773222,"{'kernel': 'poly', 'C': 0.20803724948134947, 'degree': 2, 'coef0': 0.9078712765760952, 'gamma': 'scale', 'epsilon': 0.3847267842836771}",COMPLETE,poly,scale,auto,,0.9078712765760952,2.0,
24,0.6877591191223321,2025-09-22 02:19:50.594524,2025-09-22 02:19:51.589289,0 days 00:00:00.994765,126.04780514057803,0.09144362973680835,"[0.8446569688050216, 0.8822398297107952, 0.9284114543282382, 0.25660607939667546, 0.5268812633709303]",0.2577315877427304,"{'kernel': 'poly', 'C': 126.04780514057803, 'degree': 3, 'coef0': 6.196734167699981, 'gamma': 'scale', 'epsilon': 0.09144362973680835}",COMPLETE,poly,scale,auto,,6.196734167699981,3.0,
25,0.9050820218488207,2025-09-22 02:19:51.589605,2025-09-22 02:19:51.593951,0 days 00:00:00.004346,0.03865478977425989,0.02045369635866525,"[0.9423754009701292, 0.8691952021685415, 0.9509097563311307, 0.8269504425114126, 0.9359793072628895]",0.048658045864066,"{'kernel': 'poly', 'C': 0.03865478977425989, 'degree': 4, 'coef0': 2.364255217778016, 'gamma': 'scale', 'epsilon': 0.02045369635866525}",COMPLETE,poly,scale,auto,,2.364255217778016,4.0,
26,-0.11265033036794195,2025-09-22 02:19:51.594335,2025-09-22 02:19:51.598024,0 days 00:00:00.003689,0.0056503362274214165,0.05962236782585634,"[-0.02319026583069994, -0.0013230864783140284, -0.006574979187038421, -0.23192325997501118, -0.30024006036864614]",0.12733010409640777,"{'kernel': 'poly', 'C': 0.0056503362274214165, 'degree': 3, 'coef0': 4.152056613807656, 'gamma': 0.00020715680996960276, 'epsilon': 0.05962236782585634}",COMPLETE,poly,,manual,0.00020715680996960276,4.152056613807656,3.0,
